iter	RMSE
811	23.33760832
812	23.31809889
813	23.28876262
814	22.99320323
815	22.98156058
816	22.97103752
817	22.97049745
818	22.6865104
819	22.67639737
820	22.66725632
821	22.65898659
822	22.6584939
823	22.65803236
824	22.65059085
825	22.64979228
826	22.64034623
827	22.63181902
828	22.61996838
829	22.59552672
830	22.59324256
831	22.32072725
832	22.314216
833	22.31376612
834	22.31061347
835	22.3086927
836	22.30038137
837	22.29462306
838	22.29308402
839	22.28797593
840	22.28674099
841	22.28527338
842	22.28459426
843	22.25566113
844	22.25474924
845	22.25057105
846	22.2497032
847	22.24893968
848	22.2462233
849	22.24252671
850	22.24208602
851	22.23871907
852	22.23564962
853	22.23469426
854	22.23412953
855	22.23013575
856	22.22557491
857	22.22499153
858	22.22463029
859	22.22176907
860	22.22144321
861	22.22053373
862	22.21673629
863	22.11098909
864	22.10853181
865	22.10386766
866	22.10161303
867	22.09105041
868	22.08207407
869	22.0801089
870	22.07731036
871	22.06827615
872	22.06665302
873	22.06391563
874	22.0595055
875	22.0524208
876	22.04990456
877	21.9541723
878	21.86706788
879	21.83261529
880	21.83189672
881	21.82994734
882	21.65894018
883	21.65594597
884	21.65531755
885	21.65343139
886	21.65170666
887	21.65012755
888	21.64293854
889	21.64255892
890	21.63983939
891	21.63842727
892	21.63781248
893	21.63299951
894	21.6316946
895	21.63115602
896	21.62854116
897	21.6263745
898	21.62516609
899	21.62470808
900	21.61638619
901	21.61525617
902	21.61342038
903	21.61247497
904	21.61006287
905	21.58709469
906	21.58449617
907	21.58384743
908	21.58346264
909	21.57560791
910	21.57132407
911	21.56228114
912	21.56184356
913	21.55675113
914	21.55521746
915	21.55313738
916	21.55173641
917	21.54707635
918	21.54636501
919	21.54575802
920	21.5409825
921	21.54032453
922	21.48045435
923	21.48015571
924	21.47905499
925	21.47855371
926	21.47804128
927	21.39726008
928	21.39713364
929	21.39156383
930	21.39092415
931	21.15373503
932	21.15244684
933	21.14724313
934	21.14641678
935	21.14223859
936	21.14027143
937	21.1395083
938	21.13851104
939	21.12491238
940	21.12364862
941	21.12111607
942	21.11835291
943	21.11768837
944	21.11110628
945	21.11049363
946	21.10992886
947	20.88469122
948	20.87997695
949	20.87759295
950	20.78814543
951	20.7865228
952	20.78560608
953	20.78452277
954	20.78409957
955	20.77155383
956	20.77113716
957	20.76296301
958	20.7548533
959	20.75028801
960	20.67076136
961	20.66823274
962	20.66737875
963	20.66094007
964	20.64109445
965	20.63904474
966	20.62215326
967	20.60903863
968	20.60224782
969	20.60190735
970	20.59777895
971	20.59690549
972	20.59381033
973	20.59212453
974	20.58169783
975	20.5741994
976	20.57335391
977	20.56970304
978	20.569365
979	20.56525978
980	20.56154205
981	20.55598821
982	20.55521572
983	20.55129148
984	20.54796177
985	20.4247886
986	20.42308565
987	20.42222224
988	20.41759783
989	20.38138496
990	20.37612369
991	20.37550626
992	20.3749481
993	20.3503868
994	20.34664171
995	20.34612751
996	20.3456111
997	20.34256181
998	20.34209502
999	20.34013129
